,artist,current_rank,is_new,last_pos,peak_pos,title,week,weeks_on_chart
349,Migos Featuring YoungBoy Never Broke Again,25,1,0,25,Need It,6/6/2020,1
350,Megan Thee Stallion Featuring Beyonce,1,0,2,1,Savage,5/30/2020,9
351,DaBaby Featuring Roddy Ricch,2,0,5,2,Rockstar,5/30/2020,5
352,Drake,3,0,3,1,Toosie Slide,5/30/2020,7
353,Future Featuring Drake,4,0,6,2,Life Is Good,5/30/2020,19
354,Roddy Ricch,5,0,4,1,The Box,5/30/2020,24
355,6ix9ine,6,0,1,1,Gooba,5/30/2020,2
356,"THE SCOTTS, Travis Scott & Kid Cudi",7,0,7,1,The Scotts,5/30/2020,4
357,Lil Mosey,8,0,8,5,Blueberry Faygo,5/30/2020,14
358,Roddy Ricch Featuring Mustard,9,0,10,7,High Fashion,5/30/2020,20
359,"Jack Harlow Featuring DaBaby, Tory Lanez & Lil Wayne",10,0,12,10,Whats Poppin,5/30/2020,10
360,Powfu Featuring beabadoobee,11,0,11,11,Death Bed,5/30/2020,9
361,Polo G Featuring Juice WRLD,12,1,0,12,Flex,5/30/2020,1
362,Future Featuring Travis Scott,13,1,0,13,Solitaires,5/30/2020,1
363,Future Featuring YoungBoy Never Broke Again,14,1,0,14,Trillionaire,5/30/2020,1
364,StaySolidRocky,15,0,16,15,Party Girl,5/30/2020,2
365,Lil Baby,16,0,14,7,Sum 2 Prove,5/30/2020,18
366,NLE Choppa Featuring Roddy Ricch,17,0,19,17,Walk Em Down,5/30/2020,7
367,Future,18,1,0,18,Trapped In The Sun,5/30/2020,1
368,Future Featuring Lil Uzi Vert,19,1,0,19,All Bad,5/30/2020,1
369,Drake Featuring Giveon,20,0,15,8,Chicago Freestyle,5/30/2020,3
370,Polo G Featuring Lil Baby,21,1,0,21,Be Something,5/30/2020,1
371,Pop Smoke,22,0,20,11,Dior,5/30/2020,12
372,Lil Baby,23,0,22,13,Emotionally Scarred,5/30/2020,5
373,Polo G,24,1,0,24,Martin & Gina,5/30/2020,1
374,Polo G,25,1,0,25,21,5/30/2020,1
375,6ix9ine,1,1,0,1,Gooba,5/23/2020,1
376,Megan Thee Stallion Featuring Beyonce,2,0,1,1,Savage,5/23/2020,8
377,Drake,3,0,2,1,Toosie Slide,5/23/2020,6
378,Roddy Ricch,4,0,3,1,The Box,5/23/2020,23
379,DaBaby Featuring Roddy Ricch,5,0,5,3,Rockstar,5/23/2020,4
380,Future Featuring Drake,6,0,7,2,Life Is Good,5/23/2020,18
381,"THE SCOTTS, Travis Scott & Kid Cudi",7,0,6,1,The Scotts,5/23/2020,3
382,Lil Mosey,8,0,10,5,Blueberry Faygo,5/23/2020,13
383,Trevor Daniel,9,0,12,6,Falling,5/23/2020,26
384,Roddy Ricch Featuring Mustard,10,0,15,7,High Fashion,5/23/2020,19
385,Powfu Featuring beabadoobee,11,0,13,11,Death Bed,5/23/2020,8
386,"Jack Harlow Featuring DaBaby, Tory Lanez & Lil Wayne",12,0,20,12,Whats Poppin,5/23/2020,9
387,Lil Durk Featuring Lil Baby & Polo G,13,1,0,13,3 Headed Goat,5/23/2020,1
388,Lil Baby,14,0,25,7,Sum 2 Prove,5/23/2020,17
389,Drake Featuring Giveon,15,0,8,8,Chicago Freestyle,5/23/2020,2
390,StaySolidRocky,16,1,0,16,Party Girl,5/23/2020,1
391,Juice WRLD,17,0,19,5,Righteous,5/23/2020,3
392,Drake Featuring Playboi Carti,18,0,4,4,Pain 1993,5/23/2020,2
393,NLE Choppa Featuring Roddy Ricch,19,0,0,19,Walk Em Down,5/23/2020,6
394,Pop Smoke,20,0,0,11,Dior,5/23/2020,11
395,Lil Baby & 42 Dugg,21,1,0,21,We Paid,5/23/2020,1
396,Lil Baby,22,0,24,13,Emotionally Scarred,5/23/2020,4
397,"NAV, Gunna & Travis Scott",23,0,0,5,Turks,5/23/2020,4
398,Don Toliver,24,1,0,24,After Party,5/23/2020,1
399,Lil Tjay Featuring Fivio Foreign & Pop Smoke,25,1,0,25,Zoo York,5/23/2020,1
400,Megan Thee Stallion Featuring Beyonce,1,0,3,1,Savage,5/16/2020,7
401,Drake,2,0,2,1,Toosie Slide,5/16/2020,5
402,Roddy Ricch,3,0,4,1,The Box,5/16/2020,22
403,Drake Featuring Playboi Carti,4,1,0,4,Pain 1993,5/16/2020,1
404,DaBaby Featuring Roddy Ricch,5,0,7,3,Rockstar,5/16/2020,3
405,"THE SCOTTS, Travis Scott & Kid Cudi",6,0,1,1,The Scotts,5/16/2020,2
406,Future Featuring Drake,7,0,6,2,Life Is Good,5/16/2020,17
407,Drake Featuring Giveon,8,1,0,8,Chicago Freestyle,5/16/2020,1
408,"Future, Drake & Young Thug",9,1,0,9,D4L,5/16/2020,1
409,Lil Mosey,10,0,8,5,Blueberry Faygo,5/16/2020,12
410,Drake Featuring Future,11,1,0,11,Desires,5/16/2020,1
411,Trevor Daniel,12,0,9,6,Falling,5/16/2020,25
412,Powfu Featuring beabadoobee,13,0,11,11,Death Bed,5/16/2020,7
413,Drake,14,1,0,14,Deep Pockets,5/16/2020,1
414,Roddy Ricch Featuring Mustard,15,0,10,7,High Fashion,5/16/2020,18
415,Drake Featuring Fivio Foreign & Sosa Geek,16,1,0,16,Demons,5/16/2020,1
416,Drake,17,1,0,17,When To Say When,5/16/2020,1
417,Drake,18,1,0,18,Landed,5/16/2020,1
418,Juice WRLD,19,0,5,5,Righteous,5/16/2020,2
419,"Jack Harlow Featuring DaBaby, Tory Lanez & Lil Wayne",20,0,15,12,Whats Poppin,5/16/2020,8
420,Drake,21,1,0,21,From Florida With Love,5/16/2020,1
421,Drake,22,1,0,22,Losses,5/16/2020,1
422,Drake,23,1,0,23,War,5/16/2020,1
423,Lil Baby,24,0,0,13,Emotionally Scarred,5/16/2020,3
424,Lil Baby,25,0,20,7,Sum 2 Prove,5/16/2020,16
425,"THE SCOTTS, Travis Scott & Kid Cudi",1,1,0,1,The Scotts,5/9/2020,1
426,Drake,2,0,1,1,Toosie Slide,5/9/2020,4
427,Megan Thee Stallion Featuring Beyonce,3,0,5,3,Savage,5/9/2020,6
428,Roddy Ricch,4,0,2,1,The Box,5/9/2020,21
429,Juice WRLD,5,1,0,5,Righteous,5/9/2020,1
430,Future Featuring Drake,6,0,4,2,Life Is Good,5/9/2020,16
431,DaBaby Featuring Roddy Ricch,7,0,3,3,Rockstar,5/9/2020,2
432,Lil Mosey,8,0,7,5,Blueberry Faygo,5/9/2020,11
433,Trevor Daniel,9,0,8,6,Falling,5/9/2020,24
434,Roddy Ricch Featuring Mustard,10,0,9,7,High Fashion,5/9/2020,17
435,Powfu Featuring beabadoobee,11,0,11,11,Death Bed,5/9/2020,6
436,Rod Wave,12,0,12,9,Heart On Ice,5/9/2020,23
437,Arizona Zervas,13,0,10,1,Roxanne,5/9/2020,26
438,Travis Scott,14,0,0,1,Sicko Mode,5/9/2020,36
439,"Jack Harlow Featuring DaBaby, Tory Lanez & Lil Wayne",15,0,15,12,Whats Poppin,5/9/2020,7
440,Travis Scott,16,0,0,1,HIGHEST IN THE ROOM,5/9/2020,23
441,Lil Baby,17,1,0,17,All In,5/9/2020,1
442,Travis Scott,18,0,0,13,Goosebumps,5/9/2020,16
443,Pop Smoke,19,0,19,11,Dior,5/9/2020,10
444,Lil Baby,20,0,20,7,Sum 2 Prove,5/9/2020,15
445,NLE Choppa Featuring Roddy Ricch,21,0,25,19,Walk Em Down,5/9/2020,5
446,DaBaby Featuring YoungBoy Never Broke Again,22,0,6,6,Jump,5/9/2020,2
447,JACKBOYS Featuring Young Thug,23,0,0,12,Out West,5/9/2020,13
448,Lil Uzi Vert,24,1,0,24,Sasuke,5/9/2020,1
449,Eminem Featuring Juice WRLD,25,0,0,3,Godzilla,5/9/2020,14
450,Drake,1,0,1,1,Toosie Slide,5/2/2020,3
451,Roddy Ricch,2,0,2,1,The Box,5/2/2020,20
452,DaBaby Featuring Roddy Ricch,3,1,0,3,Rockstar,5/2/2020,1
453,Future Featuring Drake,4,0,3,2,Life Is Good,5/2/2020,15
454,Megan Thee Stallion Featuring Beyonce,5,0,4,4,Savage,5/2/2020,5
455,DaBaby Featuring YoungBoy Never Broke Again,6,1,0,6,Jump,5/2/2020,1
456,Lil Mosey,7,0,5,5,Blueberry Faygo,5/2/2020,10
457,Trevor Daniel,8,0,8,6,Falling,5/2/2020,23
458,Roddy Ricch Featuring Mustard,9,0,10,7,High Fashion,5/2/2020,16
459,Arizona Zervas,10,0,6,1,Roxanne,5/2/2020,25
460,Powfu Featuring beabadoobee,11,0,11,11,Death Bed,5/2/2020,5
461,Rod Wave,12,0,9,9,Heart On Ice,5/2/2020,22
462,DaBaby,13,0,15,8,Find My Way,5/2/2020,3
463,Playboi Carti,14,1,0,14,@ MEH,5/2/2020,1
464,"Jack Harlow Featuring DaBaby, Tory Lanez & Lil Wayne",15,0,12,12,Whats Poppin,5/2/2020,6
465,DaBaby Featuring Quavo,16,1,0,16,PICK UP,5/2/2020,1
466,DaBaby Featuring Ashanti & Megan Thee Stallion,17,1,0,17,NASTY,5/2/2020,1
467,DaBaby Featuring Future & jetsonmade,18,1,0,18,LIGHTSKIN SH*T,5/2/2020,1
468,Pop Smoke,19,0,13,11,Dior,5/2/2020,9
469,Lil Baby,20,0,18,7,Sum 2 Prove,5/2/2020,14
470,Russ & BIA,21,0,16,14,BEST ON EARTH,5/2/2020,13
471,YNW Melly & Juice WRLD,22,0,14,7,Suicidal,5/2/2020,19
472,DaBaby,23,1,0,23,CAN'T STOP,5/2/2020,1
473,DaBaby,24,1,0,24,BLAME IT ON BABY,5/2/2020,1
474,NLE Choppa Featuring Roddy Ricch,25,0,21,19,Walk Em Down,5/2/2020,4
475,Drake,1,0,1,1,Toosie Slide,4/25/2020,2
476,Roddy Ricch,2,0,2,1,The Box,4/25/2020,19
477,Future Featuring Drake,3,0,3,2,Life Is Good,4/25/2020,14
478,Megan Thee Stallion Featuring Beyonce,4,0,4,4,Savage,4/25/2020,4
479,Lil Mosey,5,0,7,5,Blueberry Faygo,4/25/2020,9
480,Arizona Zervas,6,0,5,1,Roxanne,4/25/2020,24
481,blackbear,7,0,6,4,Hot Girl Bummer,4/25/2020,27
482,Trevor Daniel,8,0,9,6,Falling,4/25/2020,22
483,Rod Wave,9,0,10,9,Heart On Ice,4/25/2020,21
484,Roddy Ricch Featuring Mustard,10,0,11,7,High Fashion,4/25/2020,15
485,Powfu Featuring beabadoobee,11,0,12,11,Death Bed,4/25/2020,4
486,"Jack Harlow Featuring DaBaby, Tory Lanez & Lil Wayne",12,0,13,12,Whats Poppin,4/25/2020,5
487,Pop Smoke,13,0,19,11,Dior,4/25/2020,8
488,YNW Melly & Juice WRLD,14,0,14,7,Suicidal,4/25/2020,18
489,DaBaby,15,0,8,8,Find My Way,4/25/2020,2
490,Russ & BIA,16,0,16,14,BEST ON EARTH,4/25/2020,12
491,Lil Baby,17,0,17,5,Woah,4/25/2020,23
492,Lil Baby,18,0,20,7,Sum 2 Prove,4/25/2020,13
493,Tory Lanez,19,1,0,19,Stupid Again,4/25/2020,1
494,Eminem Featuring Juice WRLD,20,0,18,3,Godzilla,4/25/2020,13
495,NLE Choppa Featuring Roddy Ricch,21,0,21,19,Walk Em Down,4/25/2020,3
496,"NAV, Gunna & Travis Scott",22,0,15,5,Turks,4/25/2020,3
497,Tory Lanez,23,1,0,23,Broke In A Minute,4/25/2020,1
498,JACKBOYS Featuring Young Thug,24,0,25,12,Out West,4/25/2020,12
499,Lil Uzi Vert,25,0,24,5,Myron,4/25/2020,5
500,Drake,1,1,0,1,Toosie Slide,4/18/2020,1
501,Roddy Ricch,2,0,1,1,The Box,4/18/2020,18
502,Future Featuring Drake,3,0,2,2,Life Is Good,4/18/2020,13
503,Megan Thee Stallion Featuring Beyonce,4,0,6,4,Savage,4/18/2020,3
504,Arizona Zervas,5,0,3,1,Roxanne,4/18/2020,23
505,blackbear,6,0,4,4,Hot Girl Bummer,4/18/2020,26
506,Lil Mosey,7,0,7,7,Blueberry Faygo,4/18/2020,8
507,DaBaby,8,1,0,8,Find My Way,4/18/2020,1
508,Trevor Daniel,9,0,8,6,Falling,4/18/2020,21
509,Rod Wave,10,0,9,9,Heart On Ice,4/18/2020,20
510,Roddy Ricch Featuring Mustard,11,0,10,7,High Fashion,4/18/2020,14
511,Powfu Featuring beabadoobee,12,0,12,12,Death Bed,4/18/2020,3
512,"Jack Harlow Featuring DaBaby, Tory Lanez & Lil Wayne",13,0,16,13,Whats Poppin,4/18/2020,4
513,YNW Melly & Juice WRLD,14,0,11,7,Suicidal,4/18/2020,17
514,"NAV, Gunna & Travis Scott",15,0,5,5,Turks,4/18/2020,2
515,Russ & BIA,16,0,15,14,BEST ON EARTH,4/18/2020,11
516,Lil Baby,17,0,13,5,Woah,4/18/2020,22
517,Eminem Featuring Juice WRLD,18,0,14,3,Godzilla,4/18/2020,12
518,Pop Smoke,19,0,17,11,Dior,4/18/2020,7
519,Lil Baby,20,0,18,7,Sum 2 Prove,4/18/2020,12
520,NLE Choppa Featuring Roddy Ricch,21,0,19,19,Walk Em Down,4/18/2020,2
521,Rod Wave,22,1,0,22,Fuck The World,4/18/2020,1
522,Rod Wave,23,1,0,23,Pray 4 Love,4/18/2020,1
523,Lil Uzi Vert,24,0,20,5,Myron,4/18/2020,4
524,JACKBOYS Featuring Young Thug,25,0,21,12,Out West,4/18/2020,11
525,Roddy Ricch,1,0,1,1,The Box,4/11/2020,17
526,Future Featuring Drake,2,0,2,2,Life Is Good,4/11/2020,12
527,Arizona Zervas,3,0,3,1,Roxanne,4/11/2020,22
528,blackbear,4,0,4,4,Hot Girl Bummer,4/11/2020,25
529,"NAV, Gunna & Travis Scott",5,1,0,5,Turks,4/11/2020,1
530,Megan Thee Stallion Featuring Beyonce,6,0,5,5,Savage,4/11/2020,2
531,Lil Mosey,7,0,10,7,Blueberry Faygo,4/11/2020,7
532,Trevor Daniel,8,0,6,6,Falling,4/11/2020,20
533,Rod Wave,9,0,13,9,Heart On Ice,4/11/2020,19
534,Roddy Ricch Featuring Mustard,10,0,9,7,High Fashion,4/11/2020,13
535,YNW Melly & Juice WRLD,11,0,8,7,Suicidal,4/11/2020,16
536,Powfu Featuring beabadoobee,12,0,18,12,Death Bed,4/11/2020,2
537,Lil Baby,13,0,12,5,Woah,4/11/2020,21
538,Eminem Featuring Juice WRLD,14,0,11,3,Godzilla,4/11/2020,11
539,Russ & BIA,15,0,14,14,BEST ON EARTH,4/11/2020,10
540,"Jack Harlow Featuring DaBaby, Tory Lanez & Lil Wayne",16,0,16,16,Whats Poppin,4/11/2020,3
541,Pop Smoke,17,0,17,11,Dior,4/11/2020,6
542,Lil Baby,18,0,19,7,Sum 2 Prove,4/11/2020,11
543,NLE Choppa Featuring Roddy Ricch,19,1,0,19,Walk Em Down,4/11/2020,1
544,Lil Uzi Vert,20,0,15,5,Myron,4/11/2020,3
545,JACKBOYS Featuring Young Thug,21,0,24,12,Out West,4/11/2020,10
546,Lil Baby,22,0,0,13,Emotionally Scarred,4/11/2020,2
547,"Lil Yachty, Drake & DaBaby",23,0,23,23,Oprah's Bank Account,4/11/2020,2
548,Lil Uzi Vert,24,0,20,7,P2,4/11/2020,4
549,Megan Thee Stallion,25,0,25,11,B.I.T.C.H.,4/11/2020,5
550,Roddy Ricch,1,0,1,1,The Box,4/4/2020,16
551,Future Featuring Drake,2,0,2,2,Life Is Good,4/4/2020,11
552,Arizona Zervas,3,0,3,1,Roxanne,4/4/2020,21
553,blackbear,4,0,4,4,Hot Girl Bummer,4/4/2020,24
554,Megan Thee Stallion Featuring Beyonce,5,1,0,5,Savage,4/4/2020,1
555,Trevor Daniel,6,0,13,6,Falling,4/4/2020,19
556,DaBaby,7,0,9,2,BOP,4/4/2020,23
557,YNW Melly & Juice WRLD,8,0,7,7,Suicidal,4/4/2020,15
558,Roddy Ricch Featuring Mustard,9,0,14,7,High Fashion,4/4/2020,12
559,Lil Mosey,10,0,16,10,Blueberry Faygo,4/4/2020,6
560,Eminem Featuring Juice WRLD,11,0,8,3,Godzilla,4/4/2020,10
561,Lil Baby,12,0,12,5,Woah,4/4/2020,20
562,Rod Wave,13,0,17,13,Heart On Ice,4/4/2020,18
563,Russ & BIA,14,0,21,14,BEST ON EARTH,4/4/2020,9
564,Lil Uzi Vert,15,0,5,5,Myron,4/4/2020,2
565,"Jack Harlow Featuring DaBaby, Tory Lanez & Lil Wayne",16,0,22,16,Whats Poppin,4/4/2020,2
566,Pop Smoke,17,0,23,11,Dior,4/4/2020,5
567,Powfu Featuring beabadoobee,18,1,0,18,Death Bed,4/4/2020,1
568,Lil Baby,19,0,24,7,Sum 2 Prove,4/4/2020,10
569,Lil Uzi Vert,20,0,15,7,P2,4/4/2020,3
570,Lil Uzi Vert,21,0,18,7,That Way,4/4/2020,4
571,Lil Uzi Vert,22,0,11,3,Baby Pluto,4/4/2020,3
572,"Lil Yachty, Drake & DaBaby",23,1,0,23,Oprah's Bank Account,4/4/2020,1
573,JACKBOYS Featuring Young Thug,24,0,0,12,Out West,4/4/2020,9
574,Megan Thee Stallion,25,0,0,11,B.I.T.C.H.,4/4/2020,4
575,Roddy Ricch,1,0,1,1,The Box,3/28/2020,15
576,Future Featuring Drake,2,0,2,2,Life Is Good,3/28/2020,10
577,Arizona Zervas,3,0,4,1,Roxanne,3/28/2020,20
578,blackbear,4,0,8,4,Hot Girl Bummer,3/28/2020,23
579,Lil Uzi Vert,5,1,0,5,Myron,3/28/2020,1
580,Lil Uzi Vert Featuring Chief Keef,6,1,0,6,Bean (Kobe),3/28/2020,1
581,YNW Melly & Juice WRLD,7,0,0,7,Suicidal,3/28/2020,14
582,Eminem Featuring Juice WRLD,8,0,14,3,Godzilla,3/28/2020,9
583,DaBaby,9,0,17,2,BOP,3/28/2020,22
584,Lil Uzi Vert & 21 Savage,10,1,0,10,Yessirskiii,3/28/2020,1
585,Lil Uzi Vert,11,0,3,3,Baby Pluto,3/28/2020,2
586,Lil Baby,12,0,13,5,Woah,3/28/2020,19
587,Trevor Daniel,13,0,21,9,Falling,3/28/2020,18
588,Roddy Ricch Featuring Mustard,14,0,22,7,High Fashion,3/28/2020,11
589,Lil Uzi Vert,15,0,7,7,P2,3/28/2020,2
590,Lil Mosey,16,0,0,16,Blueberry Faygo,3/28/2020,5
591,Rod Wave,17,0,0,16,Heart On Ice,3/28/2020,17
592,Lil Uzi Vert,18,0,9,7,That Way,3/28/2020,3
593,Lil Uzi Vert,19,0,5,5,Lo Mein,3/28/2020,2
594,Lil Uzi Vert,20,1,0,20,Lotus,3/28/2020,1
595,Russ & BIA,21,0,0,17,BEST ON EARTH,3/28/2020,8
596,"Jack Harlow Featuring DaBaby, Tory Lanez & Lil Wayne",22,1,0,22,Whats Poppin,3/28/2020,1
597,Pop Smoke,23,0,0,11,Dior,3/28/2020,4
598,Lil Baby,24,0,0,7,Sum 2 Prove,3/28/2020,9
599,Lil Uzi Vert,25,0,6,6,Silly Watch,3/28/2020,2
600,Roddy Ricch,1,0,1,1,The Box,3/21/2020,14
601,Future Featuring Drake,2,0,2,2,Life Is Good,3/21/2020,9
602,Lil Uzi Vert,3,1,0,3,Baby Pluto,3/21/2020,1
603,Arizona Zervas,4,0,3,1,Roxanne,3/21/2020,19
604,Lil Uzi Vert,5,1,0,5,Lo Mein,3/21/2020,1
605,Lil Uzi Vert,6,1,0,6,Silly Watch,3/21/2020,1
606,Lil Uzi Vert,7,1,0,7,P2,3/21/2020,1
607,blackbear,8,0,4,4,Hot Girl Bummer,3/21/2020,22
608,Lil Uzi Vert,9,0,7,7,That Way,3/21/2020,2
609,Lil Uzi Vert,10,1,0,10,Homecoming,3/21/2020,1
610,Lil Uzi Vert,11,1,0,11,Prices,3/21/2020,1
611,Lil Uzi Vert,12,1,0,12,POP,3/21/2020,1
612,Lil Baby,13,0,5,5,Woah,3/21/2020,18
613,Eminem Featuring Juice WRLD,14,0,16,3,Godzilla,3/21/2020,8
614,Lil Uzi Vert,15,1,0,15,Bigger Than Life,3/21/2020,1
615,Lil Uzi Vert,16,1,0,16,Celebration Station,3/21/2020,1
616,DaBaby,17,0,9,2,BOP,3/21/2020,21
617,Lil Uzi Vert,18,1,0,18,You Better Move,3/21/2020,1
618,Lil Uzi Vert,19,1,0,19,I'm Sorry,3/21/2020,1
619,Lil Uzi Vert,20,1,0,20,Venetia,3/21/2020,1
620,Trevor Daniel,21,0,14,9,Falling,3/21/2020,17
621,Roddy Ricch Featuring Mustard,22,0,12,7,High Fashion,3/21/2020,10
622,Lil Uzi Vert,23,1,0,23,Chrome Heart Tags,3/21/2020,1
623,Lil Uzi Vert,24,0,0,2,Futsal Shuffle 2020,3/21/2020,9
624,Lil Uzi Vert,25,1,0,25,Bust Me,3/21/2020,1
625,Roddy Ricch,1,0,1,1,The Box,3/14/2020,13
626,Future Featuring Drake,2,0,2,2,Life Is Good,3/14/2020,8
627,Arizona Zervas,3,0,3,1,Roxanne,3/14/2020,18
628,blackbear,4,0,4,4,Hot Girl Bummer,3/14/2020,21
629,Lil Baby,5,0,7,5,Woah,3/14/2020,17
630,Lil Baby & Gunna,6,1,0,6,Heatin Up,3/14/2020,1
631,Lil Uzi Vert,7,1,0,7,That Way,3/14/2020,1
632,Lil Baby Featuring Lil Uzi Vert,8,1,0,8,Commercial,3/14/2020,1
633,DaBaby,9,0,6,2,BOP,3/14/2020,20
634,Lil Baby,10,0,14,7,Sum 2 Prove,3/14/2020,8
635,Lil Baby Featuring Future,11,1,0,11,Live Off My Closet,3/14/2020,1
636,Roddy Ricch Featuring Mustard,12,0,8,7,High Fashion,3/14/2020,9
637,Lil Baby,13,1,0,13,Emotionally Scarred,3/14/2020,1
638,Trevor Daniel,14,0,10,9,Falling,3/14/2020,16
639,"G Herbo Featuring Chance The Rapper, Juice WRLD & Lil Uzi Vert",15,1,0,15,PTSD,3/14/2020,1
640,Eminem Featuring Juice WRLD,16,0,12,3,Godzilla,3/14/2020,7
641,Pop Smoke,17,0,11,11,Dior,3/14/2020,3
642,Lil Baby & 42 Dugg,18,1,0,18,Grace,3/14/2020,1
643,Lil Mosey,19,0,17,16,Blueberry Faygo,3/14/2020,4
644,Travis Scott,20,0,13,1,HIGHEST IN THE ROOM,3/14/2020,22
645,Lil Baby,21,1,0,21,Get Ugly,3/14/2020,1
646,Rod Wave,22,0,19,16,Heart On Ice,3/14/2020,16
647,Lil Baby & Moneybagg Yo,23,1,0,23,No Sucker,3/14/2020,1
648,Lil Baby,24,1,0,24,How,3/14/2020,1
649,Russ & BIA,25,0,18,17,BEST ON EARTH,3/14/2020,7
650,Roddy Ricch,1,0,1,1,The Box,3/7/2020,12
651,Future Featuring Drake,2,0,2,2,Life Is Good,3/7/2020,7
652,Arizona Zervas,3,0,3,1,Roxanne,3/7/2020,17
653,blackbear,4,0,4,4,Hot Girl Bummer,3/7/2020,20
654,Mustard & Roddy Ricch,5,0,5,3,Ballin',3/7/2020,25
655,DaBaby,6,0,6,2,BOP,3/7/2020,19
656,Lil Baby,7,0,10,5,Woah,3/7/2020,16
657,Roddy Ricch Featuring Mustard,8,0,8,7,High Fashion,3/7/2020,8
658,YoungBoy Never Broke Again,9,1,0,9,Lil Top,3/7/2020,1
659,Trevor Daniel,10,0,9,9,Falling,3/7/2020,15
660,Pop Smoke,11,0,14,11,Dior,3/7/2020,2
661,Eminem Featuring Juice WRLD,12,0,12,3,Godzilla,3/7/2020,6
662,Travis Scott,13,0,11,1,HIGHEST IN THE ROOM,3/7/2020,21
663,Lil Baby,14,0,15,7,Sum 2 Prove,3/7/2020,7
664,YoungBoy Never Broke Again,15,1,0,15,Red Eye,3/7/2020,1
665,"A Boogie Wit da Hoodie Featuring Roddy Ricch, Gunna & London On Da Track",16,0,7,7,Numbers,3/7/2020,2
666,Lil Mosey,17,0,16,16,Blueberry Faygo,3/7/2020,3
667,Russ & BIA,18,0,18,17,BEST ON EARTH,3/7/2020,6
668,Rod Wave,19,0,21,16,Heart On Ice,3/7/2020,15
669,YoungBoy Never Broke Again,20,1,0,20,Fine By Time,3/7/2020,1
670,YoungBoy Never Broke Again,21,1,0,21,Knocked Off,3/7/2020,1
671,YoungBoy Never Broke Again,22,1,0,22,Bad Bad,3/7/2020,1
672,Polo G Featuring NLE Choppa & Stunna 4 Vegas,23,0,20,20,Go Stupid,3/7/2020,2
673,YNW Melly & Juice WRLD,24,0,17,13,Suicidal,3/7/2020,13
674,JACKBOYS Featuring Young Thug,25,0,24,12,Out West,3/7/2020,8
675,Roddy Ricch,1,0,1,1,The Box,2/29/2020,11
676,Future Featuring Drake,2,0,2,2,Life Is Good,2/29/2020,6
677,Arizona Zervas,3,0,3,1,Roxanne,2/29/2020,16
678,blackbear,4,0,6,4,Hot Girl Bummer,2/29/2020,19
679,Mustard & Roddy Ricch,5,0,4,3,Ballin',2/29/2020,24
680,DaBaby,6,0,5,2,BOP,2/29/2020,18
681,"A Boogie Wit da Hoodie Featuring Roddy Ricch, Gunna & London On Da Track",7,1,0,7,Numbers,2/29/2020,1
682,Roddy Ricch Featuring Mustard,8,0,7,7,High Fashion,2/29/2020,7
683,Trevor Daniel,9,0,10,9,Falling,2/29/2020,14
684,Lil Baby,10,0,9,5,Woah,2/29/2020,15
685,Travis Scott,11,0,12,1,HIGHEST IN THE ROOM,2/29/2020,20
686,Eminem Featuring Juice WRLD,12,0,11,3,Godzilla,2/29/2020,5
687,"Migos, Young Thug & Travis Scott",13,1,0,13,g n f (Give No Fxk),2/29/2020,1
688,Pop Smoke,14,1,0,14,Dior,2/29/2020,1
689,Lil Baby,15,0,15,7,Sum 2 Prove,2/29/2020,6
690,Lil Mosey,16,0,21,16,Blueberry Faygo,2/29/2020,2
691,YNW Melly & Juice WRLD,17,0,13,13,Suicidal,2/29/2020,12
692,Russ & BIA,18,0,17,17,BEST ON EARTH,2/29/2020,5
693,A Boogie Wit da Hoodie,19,1,0,19,Me And My Guitar,2/29/2020,1
694,Polo G Featuring NLE Choppa & Stunna 4 Vegas,20,1,0,20,Go Stupid,2/29/2020,1
695,Rod Wave,21,0,18,16,Heart On Ice,2/29/2020,14
696,Juice WRLD & YoungBoy Never Broke Again,22,0,16,4,Bandit,2/29/2020,20
697,A Boogie Wit da Hoodie Featuring Young Thug,23,1,0,23,Might Not Give Up,2/29/2020,1
698,JACKBOYS Featuring Young Thug,24,0,19,12,Out West,2/29/2020,7
699,A Boogie Wit da Hoodie,25,1,0,25,Thug Love,2/29/2020,1
700,Roddy Ricch,1,0,1,1,The Box,2/22/2020,10
701,Future Featuring Drake,2,0,2,2,Life Is Good,2/22/2020,5
702,Arizona Zervas,3,0,3,1,Roxanne,2/22/2020,15
703,Mustard & Roddy Ricch,4,0,4,3,Ballin',2/22/2020,23
704,DaBaby,5,0,5,2,BOP,2/22/2020,17
705,blackbear,6,0,6,6,Hot Girl Bummer,2/22/2020,18
706,Roddy Ricch Featuring Mustard,7,0,8,7,High Fashion,2/22/2020,6
707,Nicki Minaj,8,1,0,8,Yikes,2/22/2020,1
708,Lil Baby,9,0,9,5,Woah,2/22/2020,14
709,Trevor Daniel,10,0,11,10,Falling,2/22/2020,13
710,Eminem Featuring Juice WRLD,11,0,7,3,Godzilla,2/22/2020,4
711,Travis Scott,12,0,10,1,HIGHEST IN THE ROOM,2/22/2020,19
712,YNW Melly & Juice WRLD,13,0,13,13,Suicidal,2/22/2020,11
713,Young Thug Featuring Gunna,14,0,16,3,Hot,2/22/2020,26
714,Lil Baby,15,0,15,7,Sum 2 Prove,2/22/2020,5
715,Juice WRLD & YoungBoy Never Broke Again,16,0,14,4,Bandit,2/22/2020,19
716,Russ & BIA,17,0,17,17,BEST ON EARTH,2/22/2020,4
